115,Wolf 918,49966.0,40961.09375,24130.34375,
116,Midgcut,49970.375,40995.34375,24118.15625,
117,Wolf 424,49989.21875,40998.28125,24106.4375,
118,LHS 6408,49922.15625,40971.09375,24094.1875,
119,LP 800-6,50014.84375,41032.15625,24158.96875,
120,Hesa,50074.1875,41031.59375,24089.1875,
121,Chowei,49964.1875,40976.15625,24151.8125,
122,Eea,49997.125,40988.15625,24149.78125,
123,Xi Ursae Majoris,49987.65625,41012.09375,24095.0625,
124,5 G. Capricorni,49978.03125,40970.46875,24129.1875,
125,Gilgamesh,49925.125,40969.0,24133.78125,
126,LTT 7448,49962.0,40983.90625,24145.46875,
127,Luhman 16,49991.3125,40985.59375,24106.71875,
128,CD-46 12902,49991.59375,40963.71875,24152.53125,
129,Wolf 751,49970.21875,40996.09375,24131.78125,
130,Kruger 60,49972.375,40985.0,24101.59375,
131,Narenses,49983.84375,40973.96875,24126.875,
132,Dumnona,49968.5625,40989.78125,24157.65625,
133,G 141-21,49960.125,40991.0,24131.21875,
134,Santy,49995.5625,40974.46875,24134.75,
135,Carener,49979.4375,40970.375,24120.28125,
136,Chukchu,49961.28125,40984.28125,24132.0625,
137,Tommo,50044.6875,40969.90625,24088.78125,
138,Sekhenses,49972.09375,40965.90625,24132.625,
139,Sameni,49978.84375,40969.21875,24123.625,
140,LTT 8181,49979.40625,40964.03125,24132.3125,
141,Zugen,49961.625,40990.40625,24143.40625,
142,Balatu,49987.65625,40976.6875,24158.65625,
143,Aegilips,50007.96875,41013.9375,24133.40625,
144,Mulachi,49991.25,40979.21875,24140.9375,
145,LFT 1442,49993.375,40968.0,24146.875,
146,LHS 3531,49986.4375,40973.8125,24121.78125,
147,Plutarch,49991.15625,40964.46875,24136.96875,
148,Ross 730,49962.75,40987.71875,24121.375,
149,FK Aquarii,49976.0,40960.53125,24116.1875,
150,Luyten 347-14,49987.21875,40977.46875,24121.8125,
151,FT Piscium,49959.5,40961.3125,24088.15625,
152,LTT 7509,49997.1875,40968.96875,24139.625,
153,LHS 397,49993.5625,40988.875,24121.875,
154,Lokitaka Mu,49965.90625,40973.25,24156.40625,
155,V1703 Aquilae,49944.90625,40964.28125,24148.96875,
156,WISE 1800+0134,49971.59375,40990.96875,24129.65625,
157,Wolf 636,49976.25,40996.90625,24136.125,
158,LP 917-1,49995.46875,40999.5625,24154.4375,
159,Nornari,49989.5625,40982.21875,24150.375,
160,V816 Herculis,49961.4375,40989.8125,24129.0,
161,Wolf 562,49986.46875,40997.84375,24120.5625,
162,LHS 3589,49924.59375,40972.5,24126.25,
163,Luyten 205-128,49992.59375,40980.0625,24121.71875,
164,LHS 452,49968.71875,40995.625,24122.78125,
165,Wolf 1373,49944.5625,40973.25,24120.71875,
166,LHS 3197,49985.75,40999.15625,24141.125,
167,Ross 720,49966.625,40980.90625,24154.90625,
168,LHS 3713,49929.03125,40964.84375,24114.125,
169,LP 694-16,49956.5,40966.5625,24147.46875,
170,Edenapel,49991.1875,40992.34375,24144.21875,
171,Algreit,49976.6875,40973.21875,24158.28125,
172,Ross 257,49928.0625,40968.90625,24131.90625,
173,V492 Lyrae,49944.03125,40999.78125,24120.0625,
174,LTT 15899,49924.65625,40964.53125,24158.40625,
175,LHS 450,49972.59375,40992.8125,24103.125,
176,Ross 318,49963.0,40989.25,24090.125,
177,LFT 1492,49944.0,40987.53125,24121.84375,
178,Rugai,49967.71875,40982.34375,24144.40625,
179,Wolf 865,49934.53125,40975.9375,24139.65625,
180,Tara,49992.09375,40975.84375,24146.125,
181,LHS 3885,49977.96875,40960.71875,24113.90625,
182,Hualarna,50043.1875,41039.53125,24133.0,
183,Llwyddi Di,49949.0,40985.90625,24096.96875,
184,Lalande 39866,49941.125,40962.53125,24140.28125,
185,Neto,49943.8125,40992.65625,24141.3125,
186,39 Serpentis,49968.53125,41024.875,24141.59375,
187,Wolf 867,49939.625,40980.90625,24128.84375,
188,GD 219,49936.34375,40985.125,24146.6875,
189,Luyten's Star,49991.5625,40987.34375,24094.75,
190,Ross 773,49925.90625,40962.90625,24126.3125,
191,Wolf 46,49957.96875,40984.875,24086.375,
192,V775 Herculi,49928.65625,40996.125,24144.625,
193,Eta Serpentis,49957.40625,40990.03125,24158.5625,
194,Uzumeru,49947.09375,40968.8125,24157.84375,
195,LFT 926,50036.03125,41002.6875,24135.21875,
196,GD 319,49965.625,41028.625,24092.25,
197,Tun,49937.03125,41005.96875,24087.46875,
198,CD-45 7854,50073.53125,41014.46875,24156.90625,
199,Quiness,49938.53125,41022.78125,24080.0625,
200,Ross 708,49949.3125,40999.0625,24129.125,
201,BD+33 3582,49920.875,40990.09375,24129.6875,
202,Volungu,49959.5,40974.5,24141.96875,
203,LP 575-38,49930.96875,40965.59375,24149.25,
204,LP 455-12,49938.5,40974.0625,24134.71875,
205,Ross 145,49953.4375,40994.90625,24122.3125,
206,Lalande 30699,49920.65625,41033.96875,24094.125,
207,LFT 1504,49957.15625,40963.375,24154.6875,
208,Ross 163,49920.75,40993.0,24139.0,
209,LP 336-4,49949.5,40992.53125,24122.4375,
210,LFT 1404,49959.15625,40992.65625,24149.1875,
211,Ngolibardu,49936.1875,40977.25,24144.8125,
212,V1285 Aquilae,49959.71875,40986.625,24133.84375,
213,Naraka,49950.90625,41011.21875,24099.46875,
214,Wunjo,49920.0,41038.3125,24082.40625,
215,LTT 4312,50066.375,41038.40625,24126.25,
216,LP 390-16,49952.6875,40999.28125,24129.375,
217,CM Draconis,49949.3125,41015.9375,24107.15625,
218,LHS 3343,49946.0625,41006.5625,24116.4375,
219,LP 5-88,49957.71875,41004.59375,24081.96875,
220,LP 510-10,49945.09375,40996.59375,24151.96875,
221,Togher,49968.875,40995.53125,24135.25,
222,Anemoi,49923.625,41007.25,24106.5625,
223,Ross 1057,49952.6875,41011.1875,24092.5625,
224,36 Ophiuchi,49985.4375,40987.09375,24124.21875,
225,Luyten 145-141,49998.4375,40984.1875,24111.65625,
226,Paul-Friedrichs Star,49936.84375,41019.3125,24113.78125,
227,72 Herculis,49952.125,41009.6875,24127.21875,
228,LFT 1072,49939.09375,41028.71875,24081.75,
229,Yanyan,49944.6875,41027.40625,24096.53125,
230,Vertumnus,49930.71875,40998.875,24124.40625,
231,LHS 3505,49951.03125,40972.59375,24141.9375,
232,Liu Baja,49932.3125,40985.46875,24141.6875,
233,NLTT 46621,49941.1875,41005.34375,24109.8125,
234,Perendi,49932.4375,41018.09375,24093.125,
235,Mbambiva,50064.6875,41005.875,24129.25,
236,LP 98-132,49958.21875,41022.03125,24100.40625,
237,LHS 6309,49951.4375,41018.125,24118.46875,
238,Pi-fang,49950.34375,41007.84375,24100.40625,
239,Ekuru,49937.75,40982.25,24145.375,
240,Ovid,49956.9375,41020.15625,24119.8125,
241,Ross 1051,49947.78125,41029.5,24099.9375,
242,Calor,49929.15625,40992.53125,24159.03125,
243,G 99-49,49992.15625,40981.90625,24089.3125,
244,Nandjirii,49923.90625,41015.25,24085.46875,
245,Tvasuki,50026.375,41011.15625,24158.96875,
246,Ao Guang,49985.625,41025.03125,24083.65625,
247,Eranin,49962.15625,41021.53125,24103.8125,
248,Hagalaz,49934.40625,41030.15625,24116.09375,
249,Korwei,49953.75,40986.78125,24112.90625,
250,Dahan,49965.25,41026.78125,24101.8125,
251,LHS 140,49950.46875,41001.1875,24081.9375,
252,BD+44 4389,49923.28125,40967.96875,24085.78125,
253,Wolf 1409,49928.875,41014.8125,24114.0625,
254,LHS 3836,49994.46875,40969.0,24117.09375,
255,Ross 775,49966.1875,40976.09375,24111.78125,
256,LP 71-157,49932.65625,41013.375,24096.96875,
257,Training,49963.0,41021.0,24106.0,
258,Destination,49963.0,41022.0,24109.0,
259,G 239-25,49962.3125,41010.8125,24098.3125,
260,Isleta,49988.6875,40982.65625,24147.625,
261,61 Ursae Majoris,49985.5625,41015.09375,24096.3125,
262,Wolf 871,49920.78125,40972.65625,24146.0,
263,LP 64-194,49963.34375,41017.21875,24088.78125,
264,Demeter,49929.65625,41025.8125,24112.5625,
265,Tollan,49970.21875,41005.0,24083.03125,
266,Malina,49936.8125,41008.0,24119.40625,
267,Apala,49925.4375,41016.65625,24081.6875,
268,V1090 Herculis,49940.0625,41021.9375,24118.46875,
269,Eos,49933.125,41001.78125,24104.625,
270,LP 102-320,49924.375,41020.125,24108.21875,
271,Bolg,49977.09375,41019.71875,24107.125,
272,BD+16 2404,49993.875,41030.1875,24108.9375,
273,Ross 1015,49978.90625,41014.46875,24108.03125,
274,Uluri,49921.125,41002.28125,24115.15625,
275,Pliny,49989.625,41021.0,24091.5,
276,CR Draco,49935.53125,41032.4375,24109.375,
277,Nang Ta-khian,49966.78125,41011.5625,24098.65625,
278,LHS 417,49966.6875,41003.1875,24109.90625,
279,Surya,49946.53125,41024.25,24110.40625,
280,Aulis,49968.53125,41029.1875,24093.5625,
281,LFT 859,49997.5625,41016.46875,24103.28125,
282,LHS 3006,49963.03125,41014.09375,24103.28125,
283,LHS 293,49986.84375,41013.3125,24090.5625,
284,Keries,49966.09375,41012.21875,24117.59375,
285,Ithaca,49976.90625,41029.9375,24095.71875,
286,37 Xi Bootis,49980.78125,41004.09375,24114.8125,
287,Opala,49959.5,41020.25,24114.28125,
288,LHS 5287,49948.59375,41033.1875,24104.21875,
289,LHS 262,49978.09375,41007.875,24081.1875,
290,LHS 2819,49954.5,41023.5625,24091.5625,
291,Ross 733,49935.375,40988.625,24142.3125,
292,LFT 880,49962.1875,41016.40625,24086.65625,
293,Ross 1008,49976.28125,41036.5625,24106.5,
294,Aulin,49965.3125,41017.6875,24109.75,
295,Ross 446,49999.21875,41001.90625,24098.46875,
296,Ross 47,49989.53125,40982.125,24086.75,
297,LHS 3593,49949.34375,40968.71875,24127.46875,
298,LHS 2884,49963.0,41033.40625,24106.78125,
299,DS Leonis,49995.25,41019.875,24092.65625,
300,Styx,49960.6875,41022.75,24111.03125,
301,Flousop,49983.375,41001.8125,24109.0,
302,Nganeru,50022.625,41020.5,24144.96875,
303,LHS 283,49964.21875,41014.59375,24081.46875,
304,BD+47 2112,49970.21875,41018.46875,24104.59375,
305,Ross 1003,49980.6875,41018.90625,24093.03125,
306,Meliae,49967.6875,41034.53125,24103.3125,
307,LHS 3262,49960.875,41003.84375,24109.90625,
308,CW Ursae Majoris,49987.65625,41021.78125,24090.09375,
309,Acihaut,49966.5,41010.28125,24101.0,
310,Ross 905,49989.46875,41016.9375,24097.78125,
311,LHS 2430,49982.1875,41037.03125,24086.53125,
312,Wolf 433,49996.71875,41030.0625,24110.1875,
313,LHS 378,49998.90625,41013.46875,24140.03125,
314,Miquich,49967.28125,41004.125,24124.59375,
315,BAG 7,49965.96875,41035.90625,24154.125,
316,LP 320-359,49986.25,41034.71875,24098.4375,
317,Euboa,49977.46875,40960.84375,24146.5,
318,LHS 2887,49977.65625,41011.78125,24110.71875,
319,Morgor,49969.75,41024.53125,24102.75,
320,LHS 350,49983.53125,41029.59375,24110.75,
321,LFT 140,49957.125,40981.8125,24082.21875,
322,LTT 6137,49986.6875,41025.4375,24151.46875,
323,LHS 54,49990.46875,41000.5,24134.75,
324,Rakapila,49970.09375,41018.625,24114.125,
325,Al Mina,49999.4375,41028.78125,24091.75,
326,BD+55 1519,49968.0625,41029.71875,24088.40625,
327,Eulexia,49981.5,41032.15625,24142.90625,
328,V379 Serpentis,49983.59375,41022.0625,24140.9375,
329,HN Bootis,49983.46875,41031.21875,24132.46875,
330,LHS 355,49986.09375,41031.15625,24114.71875,
331,LHS 411,49971.875,41008.59375,24123.625,
332,LFT 820,49997.34375,41039.5,24091.4375,
333,Ross 490,49988.59375,41008.5,24112.53125,
334,DT Virginis,49991.9375,41020.03125,24111.21875,
335,Parjanya,49967.34375,41036.59375,24138.375,
336,Corbin,49952.90625,40974.75,24089.90625,
337,Wolf 497,49985.125,41026.46875,24116.96875,
338,LFT 992,49977.4375,41027.59375,24105.6875,
339,Perkunas,49987.0,41035.09375,24143.4375,
340,Radegast,49967.0,41017.375,24148.46875,
341,LHS 302,49994.96875,41038.1875,24088.6875,
342,LHS 2995,49979.0625,41035.96875,24137.0625,
343,LHS 200,49995.84375,40972.28125,24082.03125,
344,Wolf 582,49975.9375,41029.59375,24157.4375,
345,G 139-3,49965.09375,41006.96875,24135.25,
346,LHS 374,49997.46875,41025.0625,24141.15625,
347,Ross 860,49964.875,41004.28125,24124.0,
348,Ross 130,49981.09375,41026.0,24124.75,
349,BD-10 4011,49995.78125,41025.5,24152.125,
350,LHS 3549,49955.375,40991.125,24103.0625,
351,LHS 3117,49986.71875,41011.28125,24146.59375,
352,Lakota,49976.84375,41034.0625,24131.21875,
353,LP 804-27,49988.3125,41002.84375,24148.28125,
354,Dagr,49968.71875,41009.1875,24153.09375,
355,Wolf 629,49980.9375,40992.6875,24125.09375,
356,CE Bootis,49979.59375,41014.375,24121.46875,
357,LTT 5455,49998.0625,41003.8125,24122.96875,
358,LHS 3080,49963.375,41027.90625,24126.375,
359,LHS 371,49975.375,41034.4375,24122.625,
360,LHS 3595,49962.6875,40989.40625,24101.46875,
361,LP 620-3,49993.875,41029.96875,24135.875,
362,LHS 2764a,49980.28125,41039.125,24105.65625,
363,Ross 1047,49983.15625,41020.34375,24136.09375,
364,LHS 55,49961.09375,41024.28125,24139.875,
365,G 138-40,49965.75,41016.3125,24145.03125,
366,LP 336-6,49961.53125,40990.09375,24116.4375,
367,BD+35 3145,49929.15625,41013.25,24134.0625,
368,LFT 1103,49985.65625,41025.625,24127.71875,
369,Furbaide,49956.4375,40974.34375,24133.8125,
370,LHS 6031,49996.3125,40985.15625,24134.03125,
371,LHS 6282,49973.53125,41024.78125,24127.78125,
372,Pan,49999.9375,41025.03125,24127.375,
373,Coelrind,49988.0625,41020.28125,24111.96875,
374,Magec,49952.125,41021.15625,24120.5,
375,G 65-9,49994.53125,41027.34375,24125.34375,
376,Ninsun,49946.90625,41018.40625,24150.90625,
377,Hepa,49955.5625,41019.46875,24126.53125,
378,LFT 1073,49946.0625,41017.5625,24083.34375,
379,Anapos,49931.4375,41026.90625,24146.75,
380,LFT 1425,49920.34375,41005.5,24141.0,
381,AG+21 1754,49931.1875,41014.03125,24155.71875,
382,Ross 486,49999.65625,41024.46875,24123.90625,
383,NLTT 44958,49926.34375,41024.28125,24122.09375,
384,Wolf 587,49977.84375,41022.28125,24149.15625,
385,BD+33 2990,49920.53125,41020.09375,24143.3125,
386,LFT 1209,49968.3125,41036.5625,24145.0,
387,LHS 435,49923.03125,41032.46875,24131.0,
388,LHS 448,49949.90625,41012.0625,24151.4375,
389,G 181-6,49964.6875,41005.3125,24119.0625,
390,BD+23 3151,49937.34375,41016.0,24149.59375,
391,Kharinda,49952.53125,41027.625,24144.125,
392,LHS 369,49994.71875,41011.34375,24127.15625,
393,Pacana,49954.25,41028.90625,24147.375,
394,Granthaimi,49932.28125,41009.125,24146.09375,
395,Groombridge 1618,49982.65625,40997.625,24095.65625,
396,Icontia,49920.1875,41009.875,24124.3125,
397,Brahma,49998.28125,41030.25,24122.65625,
398,Kawa Athi,49937.5625,41021.34375,24137.15625,
399,Epsilon Indi,49988.125,40976.125,24112.125,
400,LTT 15449,49929.71875,41005.5,24147.15625,
401,BD+29 3029,49930.96875,41022.90625,24145.59375,
402,BD+65 626,49936.65625,41051.96875,24019.3125,
403,Pyemsito,49945.09375,41032.78125,24145.4375,
404,G 205-47,49921.03125,41006.96875,24120.59375,
405,30 Lyncis,49955.25,41045.46875,24023.78125,
406,Cama,49937.9375,41027.84375,24135.5,
407,Ojibway,49947.96875,40963.53125,24129.0625,
408,HIP 48701,49993.21875,41101.875,24015.46875,
409,HR 3954,49948.71875,41111.75,24005.0,
410,G 139-50,49951.15625,41007.96875,24159.25,
411,LP 448-41,49949.03125,41004.875,24144.8125,
412,LFT 1421,49939.53125,41003.5625,24117.59375,
413,HIP 34024,49920.46875,41040.40625,24017.6875,
414,LP 69-457,49934.40625,41030.65625,24129.65625,
415,Wolf 437,49992.0,41011.0,24109.375,
416,NLTT 44018,49956.65625,41017.8125,24159.15625,
417,Conneda,49974.4375,40981.34375,24146.75,
418,15 Ursae Majoris,49969.09375,41048.59375,24037.625,
419,32 Lyncis,49995.625,41056.0625,24007.65625,
420,Wat Yu,49957.90625,40991.15625,24141.4375,
421,Ross 812,49944.375,41025.875,24129.65625,
422,LFT 1231,49949.9375,41036.78125,24128.96875,
423,LFT 1249,49948.71875,41033.53125,24129.8125,
424,14 Tau Ursae Majoris,49938.40625,41066.03125,24020.03125,
425,19 Leonis Minoris,49985.3125,41057.8125,24049.09375,
426,Wolf 1509,49949.1875,40988.84375,24143.21875,
427,LAWD 52,49932.71875,41046.8125,24078.4375,
428,HR 3747,49951.9375,41081.34375,24013.25,
429,LP 385-58,49948.09375,41039.21875,24146.5625,
430,HR 3499,49998.59375,41043.0625,24034.3125,
431,37 Ursae Majoris,49960.15625,41053.21875,24057.96875,
432,HIP 36129,49939.65625,41045.5625,24001.28125,
433,Lalande 16904,49953.53125,41065.0,24007.1875,
434,HIP 46903,49973.375,41094.28125,24005.1875,
435,Dilati,49969.8125,41049.71875,24040.90625,
436,Wolf 750,49932.90625,41021.59375,24132.65625,
437,NLTT 45576,49939.28125,41010.65625,24159.8125,
438,LP 329-20,49948.5625,41039.21875,24136.375,
439,HIP 52278,49940.21875,41091.875,24031.71875,
440,HIP 55459,49940.375,41092.53125,24045.65625,
441,BD-01 3500,49955.4375,40988.59375,24157.90625,
442,HIP 60588,49925.125,41100.03125,24057.71875,
443,HIP 65165,49924.21875,41084.8125,24075.28125,
444,HIP 49102,49970.71875,41116.09375,24004.0625,
445,Artumes,49974.125,41046.5625,24064.0625,
446,HIP 54233,49959.5625,41096.40625,24045.65625,
447,LP 445-22,49952.4375,41034.65625,24157.90625,
448,HIP 49070,49950.96875,41111.84375,24003.34375,
449,LHS 463,49960.03125,40990.75,24150.9375,
450,HIP 51700,49966.125,41085.40625,24040.34375,
451,HIP 53051,49967.0,41105.21875,24037.53125,
452,LHS 391,49969.09375,41030.15625,24126.375,
453,HIP 41955,49956.125,41057.6875,24012.46875,
454,HIP 55761,49971.3125,41116.03125,24051.6875,
455,31 Beta Leonis Minoris,49994.1875,41116.75,24025.96875,
456,HIP 53634,49937.625,41097.21875,24034.4375,
457,G 14-6,49998.5,41015.375,24114.0625,
458,HIP 52498,49971.1875,41089.1875,24044.0,
459,HIP 41308,49934.0,41053.625,24019.28125,
460,HIP 57350,49925.4375,41084.46875,24048.9375,
461,LP 176-55,49947.71875,41035.96875,24115.09375,
462,SPOCS 495,49975.1875,41092.65625,24064.5625,
463,B'Titus,49956.3125,41044.4375,24023.09375,
464,HR 4934,49923.71875,41081.96875,24068.75,
465,Capoya,49924.34375,41067.4375,24059.9375,
466,Ross 104,49990.5625,41004.6875,24097.6875,
467,Merak,49961.59375,41050.53125,24066.0625,
468,BD+39 3048,49932.84375,41033.03125,24131.78125,
469,LHS 3356,49974.3125,40988.625,24127.65625,
470,Lalande 29917,49958.46875,41007.15625,24100.4375,
471,Dubhe,49938.53125,41081.09375,24044.0625,
472,Wyrd,49973.375,41016.53125,24101.0625,
473,GCRV 6406,49930.75,41065.71875,24036.125,
474,Atatis,49933.75,41094.0625,24008.1875,
475,HIP 49308,49992.21875,41095.53125,24025.0,
476,LTT 13125,49941.90625,41071.875,24056.09375,
477,CR Draconis,49936.6875,41031.15625,24109.46875,
478,Dharragense,49938.96875,41043.0625,24011.5,
479,Coelaba,49924.625,41064.5625,24004.15625,
480,37 Lyncis,49970.34375,41047.6875,24042.78125,
481,Songol,49983.21875,41055.59375,24051.21875,
482,Ratri,49973.46875,41055.0,24078.25,
483,62 Ursae Majoris,49992.59375,41114.46875,24070.46875,
484,HIP 43841,49940.15625,41070.0625,24009.59375,
485,Taruwal,49985.40625,41100.96875,24004.75,
486,Aganippe,49973.4375,41028.8125,24116.625,
487,HIP 35274,49926.5,41042.40625,24013.71875,
488,Wilatha Wang,49946.1875,41062.21875,24029.5625,
489,Chontamenti,49920.0625,41078.28125,24005.875,
490,LHS 2001,49930.9375,41040.21875,24037.75,
491,HIP 59180,49933.0,41117.40625,24053.09375,
492,Bodb Djede,49948.53125,41075.3125,24036.375,
493,LHS 287,49986.03125,41014.59375,24088.5,
494,Ringardha,49979.3125,41058.78125,24059.8125,
495,HIP 43296,49996.84375,41067.28125,24004.53125,
496,Olwain,49949.46875,41058.78125,24064.65625,
497,HIP 43477,49934.40625,41065.25,24013.84375,
498,HIP 51197,49925.3125,41073.125,24034.4375,
499,G 141-52,49952.0625,41004.0625,24135.125,
500,BD+58 1208,49957.125,41058.03125,24039.09375,
501,FN Virginis,49992.5625,41009.6875,24111.15625,
502,Viducasses,49930.6875,41063.5,24032.875,
503,Shottunche,49925.15625,41040.875,24022.59375,
504,Bugas,49997.59375,41009.34375,24107.84375,
505,HIP 44791,49992.625,41078.15625,24005.34375,
506,Guttunthur,49927.96875,41069.0,24013.6875,
507,LHS 5163,49956.09375,41073.34375,24033.5,
508,HIP 48391,49963.96875,41097.90625,24011.46875,
509,He Qingga,49997.59375,41101.59375,24015.875,
510,HIP 54040,49947.46875,41103.28125,24037.125,
511,Yucan,49930.625,41044.5,24023.71875,
512,Adivas,49933.65625,41065.0,24037.53125,
513,LHS 3602,49968.15625,41026.53125,24157.96875,
514,Ngobokopedu,49941.9375,41069.65625,24020.0625,
515,Hou Main,49949.84375,41054.34375,24023.03125,
516,Domovoi,49941.0,41065.25,24021.78125,
517,Achar,49943.75,41077.6875,24013.4375,
518,HIP 44115,49996.375,41064.65625,24014.375,
519,Wawurunga,49931.40625,41044.125,24027.34375,
